numbers, valid, location
(558) 617-9530, false, n/a
(711) 681-3299, false, n/a
(652) 548-6807, false, n/a
(964) 294-4120, false, n/a
(212) 798-8067, true, New York, NY
(735) 317-5737, false, n/a
(467) 203-4084, false, n/a
(884) 811-2575, false, n/a
(551) 772-8771, true, New Jersey
(676) 210-5312, false, n/a
(216) 771-7512, true, Cleveland, OH
(505) 359-3714, true, New Mexico
(441) 871-4199, false, n/a
(315) 510-3568, true, New York
(718) 307-1668, true, New York
(892) 284-5049, false, n/a
(395) 824-2785, false, n/a
(310) 410-3700, true, Los Angeles, CA
(367) 304-6956, false, n/a
(694) 344-3159, false, n/a
(478) 900-8548, true, Georgia
(570) 335-1368, true, Pennsylvania
(639) 885-1878, true, Saskatchewan
(983) 289-1710, false, n/a
(962) 321-0298, false, n/a
(672) 808-0202, true, British Columbia
(445) 776-9962, true, Philadelphia
(712) 603-4739, true, Iowa
(614) 521-4836, true, Ohio
(964) 611-9427, false, n/a
(564) 563-2878, true, Washington State
(979) 200-6654, true, Texas
(273) 803-3225, false, n/a
(935) 896-2442, false, n/a
(336) 221-6042, true, North Carolina
(295) 471-3009, false, n/a
(292) 321-6489, false, n/a
(409) 512-5281, true, Texas
(579) 642-1352, true, Quebec
(889) 279-9797, false, n/a
(284) 495-1207, true, British Virgin Islands
(512) 830-4768, true, Austin, TX
(643) 582-2106, false, n/a
(956) 209-7501, true, Texas
(775) 245-2356, true, Nevada
(223) 542-5842, true, Pennsylvania
(584) 930-5870, false, n/a
(538) 210-1373, false, n/a
(334) 793-1512, true, Dothan, AL
(943) 823-8677, false, n/a
(779) 915-5315, true, Illinois
(785) 885-9193, true, Kansas
(532) 358-9822, false, n/a
(309) 726-3601, true, Illinois
(634) 343-8086, false, n/a
(345) 446-3978, false, n/a
(372) 692-1126, false, n/a
(354) 823-1041, false, n/a
(474) 977-6898, false, n/a
(444) 907-6118, false, n/a
(382) 358-0498, false, n/a
(928) 386-2698, true, Arizona
(424) 360-5351, true, California
(447) 219-9048, false, n/a
(277) 434-2693, false, n/a
(430) 212-3111, true, Texas
(699) 333-3109, false, n/a
(694) 714-5214, false, n/a
(859) 344-9626, true, Kentucky
(794) 409-4479, false, n/a
(850) 202-0479, true, Florida
(329) 388-5117, false, n/a
(431) 708-2339, true, Manitoba
(217) 455-6800, true, Illinois
(324) 358-7226, false, n/a
(924) 684-9617, false, n/a
(911) 254-9740, false, n/a
(929) 926-2475, true, New York
(476) 963-8354, false, n/a
(477) 260-0029, false, n/a
(233) 986-5097, false, n/a
(671) 667-7993, false, n/a
(943) 463-2220, false, n/a
(236) 318-2029, true, British Columbia
(353) 815-1085, false, n/a
(882) 258-3150, false, n/a
(774) 952-9317, true, Massachusetts
(524) 333-8612, false, n/a
(245) 420-4012, false, n/a
(866) 799-7016, true, 
(452) 235-9421, false, n/a
(545) 203-2391, false, n/a
(988) 394-5343, false, n/a
(613) 964-9048, true, Belleville, ON
(684) 680-3372, false, n/a
(598) 218-2277, false, n/a
(385) 815-9741, true, Utah
(413) 773-5357, true, Greenfield, MA
(745) 553-6623, false, n/a
(207) 994-1175, true, Maine
(904) 720-9185, true, Jacksonville, FL
(409) 957-4414, true, Texas
(700) 711-8359, false, n/a
(239) 208-6497, true, Florida
(658) 637-4127, true, Jamaica
(242) 332-6215, true, Eleuthera
(978) 583-6008, true, Massachusetts
(500) 953-0436, true, 
(869) 664-4730, true, St. Kitts & Nevis
(813) 560-8620, true, Florida
(741) 866-7231, false, n/a
(933) 798-9219, false, n/a
(351) 762-9515, true, Massachusetts
(770) 463-0405, true, Palmetto, GA
(500) 282-8173, true, 
(253) 979-0287, true, Washington State
(275) 443-4868, false, n/a
(820) 651-0213, true, California
(356) 400-8983, false, n/a
(766) 280-9657, false, n/a
(410) 527-0078, true, Maryland
(841) 604-4744, false, n/a
(733) 572-3740, false, n/a
(866) 727-7874, true, 
(959) 506-2493, true, Connecticut
(532) 742-1515, false, n/a
(608) 789-6974, true, Wisconsin
(551) 569-1504, true, New Jersey
(977) 432-0257, false, n/a
(437) 274-1119, true, Ontario
(633) 816-7955, false, n/a
(528) 489-7717, false, n/a
(951) 811-6672, true, California
(446) 959-0305, false, n/a
(721) 380-0361, false, n/a
(296) 708-2044, false, n/a
(773) 911-7091, true, Chicago, IL
(588) 392-1388, true, 
(494) 854-1914, false, n/a
(284) 277-4169, false, n/a
(322) 786-3876, false, n/a
(916) 620-1878, true, California
(257) 625-3545, false, n/a
(377) 752-5923, false, n/a
(445) 953-6949, true, Philadelphia
(485) 249-3519, false, n/a
(327) 596-7322, false, n/a
(674) 211-7265, false, n/a
(318) 892-8616, true, Louisiana
(926) 561-7597, false, n/a
(394) 929-7191, false, n/a
(929) 583-5811, true, New York
(326) 273-9162, false, n/a
(619) 557-0791, true, San Diego, CA
(466) 937-0164, false, n/a
(692) 504-2460, false, n/a
(435) 308-4208, true, Utah
(246) 450-8067, true, Barbados
(777) 470-2745, false, n/a
(873) 891-0754, true, Quebec
(591) 268-4826, false, n/a
(258) 310-8762, false, n/a
(906) 203-2992, true, Michigan
(562) 352-7037, true, California
(350) 623-4555, false, n/a
(311) 642-0628, false, n/a
(321) 780-8250, true, Florida
(345) 453-7679, false, n/a
(946) 799-2879, false, n/a
(566) 217-1760, true, 
(525) 393-6812, false, n/a
(956) 249-7151, true, Texas
(657) 810-2479, true, California
(209) 610-5975, true, California
(470) 405-6490, true, Georgia
(257) 611-5609, false, n/a
(999) 917-8146, false, n/a
(216) 691-8160, true, Cleveland, OH
(501) 361-7316, true, Arkansas
(333) 568-6550, false, n/a
(939) 940-2285, true, Puerto Rico
(525) 701-3462, false, n/a
(359) 456-0202, false, n/a
(654) 718-4352, false, n/a
(828) 687-7786, true, North Carolina
(432) 933-2643, true, Texas
(533) 363-0924, true, 
(380) 449-0014, true, Ohio
(284) 667-8295, false, n/a
(908) 567-0614, true, New Jersey
(892) 620-7850, false, n/a
(397) 703-3050, false, n/a
(485) 323-5491, false, n/a
(683) 318-5391, false, n/a
(275) 798-7120, false, n/a
(328) 560-6673, false, n/a
(401) 682-8385, true, Rhode Island
(865) 344-3814, true, Tennessee
(580) 897-9421, true, Oklahoma
(781) 768-5758, true, Massachusetts
(394) 736-2639, false, n/a
(527) 569-4989, false, n/a
(887) 425-0270, false, n/a
(362) 818-2455, false, n/a
(616) 665-5852, true, Michigan
(232) 868-2268, false, n/a
(317) 958-5679, true, Indiana
(937) 604-9088, true, Ohio
(291) 466-2311, false, n/a
(554) 696-0795, false, n/a
(809) 908-3550, true, Dominican Republic
(491) 446-2447, false, n/a
(220) 458-4995, true, Ohio
(447) 457-8547, false, n/a
(393) 984-8603, false, n/a
(441) 389-0205, true, Bermuda
(663) 700-5296, false, n/a
(315) 557-7940, true, New York
(352) 758-4352, true, Florida
(461) 831-8635, false, n/a
(372) 902-3845, false, n/a
(565) 223-0562, false, n/a
(383) 460-7312, false, n/a
(305) 516-2013, true, Florida
(921) 989-6053, false, n/a
(808) 300-5463, true, Hawaii
(840) 290-4062, false, n/a
(701) 898-6617, true, North Dakota
(555) 425-4532, false, n/a
(325) 633-1182, true, Texas
(537) 757-7784, false, n/a
(717) 858-2190, true, Pennsylvania
(884) 594-8430, false, n/a
(357) 247-3099, false, n/a
(593) 481-0716, false, n/a
(230) 534-8270, false, n/a
(211) 348-7268, false, n/a
(771) 855-9576, false, n/a
(259) 337-5261, false, n/a
(830) 849-0248, true, Texas
(798) 837-3067, false, n/a
(727) 711-4245, true, Florida
(338) 976-1680, false, n/a
(455) 689-7617, false, n/a
(988) 648-4219, false, n/a
(467) 420-5977, false, n/a
(831) 799-7446, true, California
(362) 873-4933, false, n/a
(944) 267-9331, false, n/a
(325) 531-6758, true, Texas
(400) 401-2225, false, n/a
(538) 839-8351, false, n/a
(417) 290-8351, true, Missouri
(283) 958-9728, true, Ohio
(476) 719-6768, false, n/a
(377) 573-3788, false, n/a
(836) 738-6998, false, n/a
(982) 970-5998, false, n/a
(678) 267-6809, true, Georgia
(313) 813-0430, true, Michigan
(700) 733-5727, false, n/a
(272) 289-6935, true, Pennsylvania
(950) 785-3403, false, n/a
(900) 931-1234, true, 
(686) 380-7459, false, n/a
(688) 266-2302, false, n/a
(378) 279-9403, false, n/a
(772) 688-3212, true, Florida
(596) 285-0530, false, n/a
(779) 430-2545, true, Illinois
(714) 311-5630, true, California
(645) 980-0388, false, n/a
(546) 891-5327, false, n/a
(446) 515-5719, false, n/a
(793) 977-4819, false, n/a
(968) 311-0376, false, n/a
(662) 579-3704, true, Mississippi
(333) 967-8316, false, n/a
(827) 446-4470, false, n/a
(598) 293-3460, false, n/a
(602) 804-4304, true, Arizona
(474) 397-1562, false, n/a
(241) 336-5770, false, n/a
(787) 691-0735, true, Puerto Rico
(677) 640-4546, false, n/a
(841) 750-6906, false, n/a
(334) 577-3068, true, Alabama
(470) 595-4767, true, Georgia
(565) 271-1996, false, n/a
(623) 213-3269, true, Arizona
(209) 492-5863, true, California
(688) 743-6682, false, n/a
(781) 360-2939, true, Massachusetts
(369) 768-6538, false, n/a
(732) 678-6110, true, New Jersey
(364) 681-7385, true, Kentucky
(364) 747-6084, true, Kentucky
(874) 798-6936, false, n/a
(712) 221-3391, true, Iowa
(283) 645-0215, true, Ohio
(786) 374-9058, true, Florida
(500) 629-1693, true, 
(707) 412-8340, true, California
(693) 253-8772, false, n/a
(857) 594-8745, true, Massachusetts
(723) 547-1554, false, n/a
(202) 911-9041, true, Washington D.C.
(890) 439-9854, false, n/a
(455) 739-9613, false, n/a
(335) 804-1420, false, n/a
(701) 603-0600, true, North Dakota
(650) 764-8397, true, California
(843) 847-2355, true, South Carolina
(296) 381-8256, false, n/a
(457) 731-6687, false, n/a
(972) 988-5864, true, Grand Prairie, TX
(230) 319-5055, false, n/a
(857) 306-9354, true, Massachusetts
(203) 225-8541, true, Shelton, CT
(843) 782-9347, true, Walterboro, SC
(728) 340-0274, false, n/a
(517) 687-8980, true, Michigan
(297) 733-5817, false, n/a
(613) 815-4859, true, Ontario
(520) 987-2406, true, Arizona
(307) 273-2349, true, Wyoming
(363) 664-2301, false, n/a
(451) 319-1870, false, n/a
(800) 421-6383, true, 
(249) 237-6292, true, Ontario
(918) 949-0721, true, Tulsa, OK
(235) 503-7423, false, n/a
(280) 915-8761, false, n/a
(609) 663-3547, true, New Jersey
(617) 206-2316, true, Massachusetts
(914) 328-0890, true, White Plains, NY
(643) 577-1909, false, n/a
(810) 887-7032, true, Michigan
(288) 404-5403, false, n/a
(785) 803-0613, true, Kansas
(260) 958-9992, true, Indiana
(786) 896-8895, true, Florida
(356) 571-2541, false, n/a
(277) 863-7778, false, n/a
(266) 711-6133, false, n/a
(284) 527-5691, false, n/a
(958) 922-6332, false, n/a
(596) 466-3952, false, n/a
(547) 577-4127, false, n/a
(665) 500-2329, false, n/a
(666) 436-8498, false, n/a
(566) 853-5938, true, 
(679) 622-4358, false, n/a
(417) 321-3310, true, Missouri
(748) 358-3669, false, n/a
(293) 945-2652, false, n/a
(324) 585-6570, false, n/a
(668) 650-4051, false, n/a
(820) 421-5065, true, California
(554) 774-1638, false, n/a
(954) 232-4119, true, Florida
(806) 658-6586, true, Texas
(277) 707-9332, false, n/a
(532) 331-2950, false, n/a
(638) 513-3678, false, n/a
(255) 425-2958, false, n/a
(404) 429-5122, true, Georgia
(661) 401-8398, true, California
(315) 321-9297, true, New York
(984) 900-3251, true, North Carolina
(364) 816-9278, true, Kentucky
(821) 373-9587, false, n/a
(985) 673-3713, true, Louisiana
(751) 312-3390, false, n/a
(281) 838-5437, true, Texas
(361) 642-8937, true, Texas
(476) 446-9104, false, n/a
(923) 463-8150, false, n/a
(873) 522-6333, true, Quebec
(845) 531-2459, true, New York
(378) 294-5715, false, n/a
(633) 219-9561, false, n/a
(738) 284-1665, false, n/a
(667) 813-1957, true, Maryland
(516) 417-1210, true, New York
(950) 313-1892, false, n/a
(591) 662-1300, false, n/a
(687) 613-8224, false, n/a
(944) 758-3850, false, n/a
(592) 908-2570, false, n/a
(412) 918-7303, true, Pennsylvania
(861) 499-1587, false, n/a
(333) 933-2902, false, n/a
(729) 306-7169, false, n/a
(885) 568-5904, false, n/a
(200) 513-5839, false, n/a
(908) 253-4429, true, New Jersey
(975) 477-7236, false, n/a
(910) 831-8641, true, North Carolina
(770) 621-2356, true, Georgia
(364) 649-4055, true, Kentucky
(447) 385-1069, false, n/a
(477) 963-2070, false, n/a
(247) 417-6259, false, n/a
(256) 826-5200, true, Alabama
(521) 420-5906, true, 
(420) 772-0892, false, n/a
(589) 303-9896, false, n/a
(545) 359-8513, false, n/a
(712) 249-4115, true, Iowa
(943) 445-6748, false, n/a
(989) 907-4002, true, Michigan
(597) 828-2071, false, n/a
(270) 756-2997, true, Hardinsburg, KY
(568) 940-9281, false, n/a
(516) 729-7030, true, New York
(221) 519-6689, false, n/a
(687) 921-8831, false, n/a
(808) 308-2669, true, Hawaii
(659) 966-1104, false, n/a
(792) 561-4425, false, n/a
(984) 726-5210, true, North Carolina
(491) 321-7262, false, n/a
(374) 516-7126, false, n/a
(211) 987-2003, false, n/a
(395) 725-3013, false, n/a
(921) 924-3307, false, n/a
(493) 380-7693, false, n/a
(883) 214-9992, false, n/a
(338) 486-5140, false, n/a
(904) 221-9119, true, Jacksonville, FL
(721) 261-3755, false, n/a
(761) 294-5106, false, n/a
(330) 757-1485, true, Youngstown, OH
(282) 856-8434, false, n/a
(487) 945-2472, false, n/a
(945) 462-9569, false, n/a
(314) 407-7555, true, Missouri
(893) 223-4522, false, n/a
(595) 828-5955, false, n/a
(600) 547-7636, true, Canada
(274) 284-8986, false, n/a
(806) 903-3848, true, Texas
(881) 594-4292, false, n/a
(349) 645-1391, false, n/a
(695) 985-3453, false, n/a
(813) 622-4882, true, Tampa, FL
(887) 252-9365, false, n/a
(293) 534-2288, false, n/a
(714) 239-3118, true, California
(637) 753-9444, false, n/a
(474) 793-7932, false, n/a
(698) 500-3630, false, n/a
(767) 625-9771, false, n/a
(559) 393-9773, true, California
(353) 948-6292, false, n/a
(473) 689-1507, false, n/a
(930) 797-0520, true, Indiana
(773) 460-0664, true, Chicago, IL
(261) 220-1697, false, n/a
(922) 476-3112, false, n/a
(252) 600-5662, true, North Carolina
(261) 441-2441, false, n/a
(387) 973-2763, false, n/a
(540) 672-5671, true, Orange, VA
(839) 968-5461, false, n/a
(232) 502-6708, false, n/a
(596) 921-1444, false, n/a
(933) 938-7662, false, n/a
(861) 335-3804, false, n/a
(688) 296-9021, false, n/a
(981) 520-7664, false, n/a
(896) 299-0781, false, n/a
(261) 534-9768, false, n/a
(642) 481-8692, false, n/a
(529) 712-4773, false, n/a
(286) 565-7289, false, n/a
(454) 743-9542, false, n/a
(979) 917-1151, true, Texas
(772) 447-0760, true, Florida
(503) 285-8741, true, Portland, OR
(650) 331-3793, true, California
(657) 205-8360, true, California
(654) 893-9616, false, n/a
(622) 289-3863, true, Canada
(360) 883-1751, true, Vancouver, WA
(602) 739-4125, true, Arizona
(302) 470-5097, true, Delaware
(249) 439-9713, true, Ontario
(517) 979-9893, true, Michigan
(754) 720-1447, true, Florida
(807) 608-0822, true, Ontario
(352) 993-5510, true, Florida
(703) 616-6386, true, Virginia
(723) 323-9190, false, n/a
(855) 469-0033, true, 
(217) 776-3090, true, Illinois
(346) 573-2228, true, Texas
(674) 843-9380, false, n/a
(853) 524-7777, false, n/a
(682) 485-9294, true, Texas
(479) 608-2829, true, Arkansas
(402) 922-8573, true, Nebraska
(922) 838-5075, false, n/a
(717) 584-7187, true, Pennsylvania
(331) 779-7910, true, Illinois
(941) 236-3508, true, Florida
(971) 979-2812, true, Oregon
(260) 265-9449, true, Indiana
(525) 629-9299, false, n/a
(485) 684-2411, false, n/a
(320) 346-0862, true, Minnesota
(867) 839-8270, true, Northwest Territories/Nunavut/Yukon
(279) 809-4494, true, California
(536) 276-1579, false, n/a
(999) 814-4867, false, n/a
(770) 482-1105, true, Lithonia, GA
(806) 539-7407, true, Texas
(872) 749-3013, true, Chicago, IL
(792) 389-3864, false, n/a
(385) 993-1008, true, Utah
(414) 497-9870, true, Wisconsin
(651) 562-0631, true, Minnesota
(441) 552-2258, false, n/a
(437) 565-9345, true, Ontario
(735) 415-2011, false, n/a
(367) 329-1199, false, n/a
(769) 204-5761, true, Mississippi
(455) 877-2349, false, n/a
(441) 417-1227, true, Bermuda
(278) 260-8921, false, n/a
(856) 363-5208, true, New Jersey
(836) 628-1901, false, n/a
(279) 628-4573, true, California
(202) 414-5699, true, Washington D.C.
(297) 619-6195, false, n/a
(514) 479-7612, true, Quebec
(641) 917-2594, true, Iowa
(223) 883-1943, true, Pennsylvania
(545) 855-7333, false, n/a
(303) 854-2142, true, Colorado
(242) 428-5346, true, Bahamas
(449) 854-0526, false, n/a
(506) 243-4386, true, New Brunswick
(774) 201-9581, true, Massachusetts
(604) 671-7815, true, British Columbia
(453) 838-6645, false, n/a
(883) 643-5806, false, n/a
(229) 296-1066, true, Georgia
(916) 879-5263, true, California
(221) 469-8543, false, n/a
(502) 439-3950, true, Kentucky
(604) 603-1990, true, British Columbia
(550) 277-1754, false, n/a
(203) 578-2944, true, Connecticut
(428) 970-9797, false, n/a
(931) 487-6209, true, Tennessee
(783) 677-4203, false, n/a
(482) 951-3296, false, n/a
(889) 844-7017, false, n/a
(213) 505-6299, true, Los Angeles, CA
(541) 331-4233, true, Oregon
(969) 518-3347, false, n/a
(359) 268-9101, false, n/a
(851) 364-7410, false, n/a
(783) 654-0463, false, n/a
(613) 259-2666, true, Ontario
(740) 530-0366, true, Ohio
(388) 259-6323, false, n/a
(839) 849-0556, false, n/a
(349) 849-5885, false, n/a
(467) 322-8309, false, n/a
(442) 206-6626, true, California
(201) 880-7120, true, New Jersey
(455) 808-4485, false, n/a
(302) 342-4759, true, Delaware
(439) 804-0346, false, n/a
(213) 519-6417, true, Los Angeles, CA
(892) 238-2932, false, n/a
(533) 272-2793, true, 
(953) 982-8505, false, n/a
(321) 427-9990, true, Florida
(753) 347-7000, false, n/a
(283) 484-4067, true, Ohio
(892) 916-5300, false, n/a
(834) 559-0495, false, n/a
(870) 443-9522, true, Arkansas
(703) 644-2200, true, Springfield, VA
(217) 427-9324, true, Decatur, IL
(635) 752-2419, false, n/a
(675) 419-6715, false, n/a
(523) 580-5733, false, n/a
(937) 861-3396, true, Ohio
(773) 328-2015, true, Chicago, IL
(413) 775-6869, true, Massachusetts
(238) 279-8807, false, n/a
(897) 531-7879, false, n/a
(555) 660-6080, false, n/a
(432) 426-1709, true, Fort Davis, TX
(955) 280-5200, false, n/a
(282) 569-4397, false, n/a
(501) 471-8453, true, Arkansas
(511) 331-8536, false, n/a
(356) 665-0138, false, n/a
(938) 698-9212, true, Alabama
(524) 561-8518, false, n/a
(762) 396-2696, true, Georgia
(767) 359-4518, false, n/a
(376) 488-4875, false, n/a
(298) 326-0875, false, n/a
(613) 222-9776, true, Ontario
(647) 878-2916, true, Ontario
(232) 412-3330, false, n/a
(320) 931-1611, true, Minnesota
(977) 235-1227, false, n/a
(621) 598-1304, false, n/a
(244) 260-4764, false, n/a
(326) 793-2311, false, n/a
(454) 851-0219, false, n/a
(682) 454-6497, true, Texas
(748) 933-3409, false, n/a
(251) 582-4840, true, Alabama
(313) 868-6198, true, Highland Park, MI
(276) 623-7194, true, Abingdon, VA
(951) 216-4705, true, California
(735) 200-7311, false, n/a
(628) 862-0139, true, California
(762) 993-5764, true, Georgia
(651) 808-4704, true, Minnesota
(735) 713-9768, false, n/a
(212) 517-3624, true, New York, NY
(833) 467-3500, true, 
(473) 654-7444, false, n/a
(800) 695-7136, true, 
(895) 969-7586, false, n/a
(821) 527-4662, false, n/a
(828) 944-6341, true, North Carolina
(264) 936-0034, false, n/a
(325) 555-3628, true, Texas
(686) 479-3627, false, n/a
(738) 536-0784, false, n/a
(457) 625-9551, false, n/a
(868) 206-6870, false, n/a
(948) 331-7431, false, n/a
(983) 301-6616, false, n/a
(406) 892-7087, true, Columbia Falls, MT
(612) 565-2654, true, Minnesota
(634) 315-8576, false, n/a
(485) 568-4734, false, n/a
(454) 462-4111, false, n/a
(273) 416-5995, false, n/a
(808) 246-3067, true, Lihue, HI
(494) 316-2826, false, n/a
(643) 610-3554, false, n/a
(678) 984-4691, true, Georgia
(254) 521-3281, true, Texas
(625) 502-8934, false, n/a
(603) 893-7543, true, Salem, NH
(559) 544-8616, true, California
(379) 559-0659, false, n/a
(675) 904-0586, false, n/a
(461) 314-9409, false, n/a
(482) 859-3850, false, n/a
(993) 270-6139, false, n/a
(498) 934-2269, false, n/a
(920) 309-0938, true, Wisconsin
(447) 740-3672, false, n/a
(979) 461-2035, true, Texas
(720) 218-4198, true, Colorado
(700) 451-6666, false, n/a
(344) 948-2019, false, n/a
(384) 202-3757, false, n/a
(834) 533-4602, false, n/a
(371) 959-6202, false, n/a
(297) 357-0515, false, n/a
(467) 320-3120, false, n/a
(914) 920-7002, true, New York
(930) 876-1527, true, Indiana
(956) 753-5399, true, Laredo, TX
(763) 301-9043, true, Minnesota
(265) 970-3953, false, n/a
(829) 475-6583, true, Dominican Republic
(851) 589-0340, false, n/a
(657) 758-8117, true, California
(593) 774-9572, false, n/a
(640) 920-3024, true, New Jersey
(702) 386-7655, true, Las Vegas, NV
(470) 971-9413, true, Georgia
(750) 564-5457, false, n/a
(398) 262-9023, false, n/a
(201) 663-4221, true, New Jersey
(483) 865-9509, false, n/a
(208) 681-4188, true, Idaho
(671) 463-0407, false, n/a
(704) 202-2708, true, North Carolina
(627) 763-3220, false, n/a
(947) 689-1419, true, Michigan
(739) 292-6519, false, n/a
(806) 527-1234, true, Texas
(462) 287-3519, false, n/a
(571) 574-0696, true, Virginia
(457) 576-0992, false, n/a
(446) 798-5554, false, n/a
(519) 889-5299, true, Waterloo, ON
(468) 588-3588, false, n/a
(785) 807-1881, true, Kansas
(607) 622-8499, true, New York
(207) 900-1514, true, Maine
(914) 226-1901, true, New York
(629) 434-1937, true, Tennessee
(989) 592-6127, true, Michigan
(921) 909-5639, false, n/a
(440) 350-1735, true, Painesville, OH
(432) 647-5578, true, Texas
(804) 439-7042, true, Virginia
(610) 734-9396, true, Upper Darby, PA
(370) 784-9562, false, n/a
(398) 212-6198, false, n/a
(711) 645-5624, false, n/a
(589) 630-0083, false, n/a
(899) 656-5387, false, n/a
(606) 241-9412, true, Kentucky
(738) 456-3381, false, n/a
(584) 955-2120, false, n/a
(703) 847-9684, true, Virginia
(428) 873-8558, false, n/a
(239) 643-6607, true, Naples, FL
(353) 325-7219, false, n/a
(984) 807-2997, true, North Carolina
(593) 768-7905, false, n/a
(306) 708-2660, true, Saskatchewan
(529) 664-3052, false, n/a
(328) 413-3086, false, n/a
(484) 292-9984, true, Pennsylvania
(923) 521-2701, false, n/a
(443) 609-3428, true, Maryland
(885) 865-2247, false, n/a
(628) 375-8949, true, California
(528) 211-1324, false, n/a
(860) 426-5456, true, Southington, CT
(339) 573-8463, true, Massachusetts
(278) 636-3484, false, n/a
(776) 955-7859, false, n/a
(743) 954-1304, true, North Carolina
(925) 747-6902, true, California
(736) 610-5895, false, n/a
(641) 357-4070, true, Clear Lake, IA
(554) 407-7679, false, n/a
(654) 369-0373, false, n/a
(562) 839-6846, true, California
(989) 864-6640, true, Michigan
(910) 577-5721, true, Jacksonville, NC
(616) 352-2578, true, Michigan
(658) 332-9850, true, Jamaica
(720) 221-4538, true, Colorado
(478) 684-6761, true, Georgia
(654) 490-6052, false, n/a
(839) 949-0233, false, n/a
(765) 836-1873, true, Indiana
(278) 583-0073, false, n/a
(386) 631-5345, true, Florida
(238) 210-0398, false, n/a
(798) 926-4723, false, n/a
(753) 677-5970, false, n/a
(280) 723-7284, false, n/a
(588) 934-7460, true, 
(259) 283-9229, false, n/a
(878) 754-7117, true, Pennsylvania
(821) 325-3969, false, n/a
(723) 995-4004, false, n/a
(258) 791-9176, false, n/a
(359) 885-1698, false, n/a
(660) 560-1268, true, Missouri
(891) 640-4489, false, n/a
(948) 769-2016, false, n/a
(835) 376-5330, false, n/a
(491) 680-1134, false, n/a
(566) 229-0377, true, 
(858) 917-5450, true, California
(304) 533-2791, true, West Virginia
(478) 215-1609, true, Georgia
(843) 934-2355, true, South Carolina
(867) 488-5960, true, Northwest Territories/Nunavut/Yukon
(938) 772-3561, true, Alabama
(521) 287-0083, true, 
(333) 258-5619, false, n/a
(260) 668-8601, true, Angola, IN
(623) 678-5072, true, Arizona
(600) 516-2937, true, Canada
(462) 745-0663, false, n/a
(930) 553-2910, true, Indiana
(442) 220-7299, true, California
(348) 640-8098, false, n/a
(831) 947-1933, true, California
(753) 305-0612, false, n/a
(536) 333-3470, false, n/a
(462) 847-1143, false, n/a
(540) 457-9823, true, Virginia
(929) 960-9284, true, New York
(372) 564-3976, false, n/a
(829) 707-3112, true, Dominican Republic
(621) 542-9430, false, n/a
(240) 202-7856, true, Maryland
(447) 743-3272, false, n/a
(595) 800-2550, false, n/a
(560) 703-9786, false, n/a
(802) 906-2056, true, Vermont
(648) 560-9831, false, n/a
(937) 228-8366, true, Dayton, OH
(954) 260-1067, true, Florida
(804) 636-4574, true, Virginia
(862) 427-0779, true, New Jersey
(953) 547-7471, false, n/a
(572) 931-5280, false, n/a
(291) 436-2981, false, n/a
(562) 932-4659, true, California
(337) 894-9343, true, Louisiana
(345) 487-4350, false, n/a
(776) 835-5471, false, n/a
(415) 349-5859, true, California
(479) 828-9050, true, Arkansas
(550) 688-1949, false, n/a
(560) 691-9118, false, n/a
(379) 702-0078, false, n/a
(980) 905-2251, true, North Carolina
(432) 334-2674, true, Odessa, TX
(788) 345-4097, false, n/a
(670) 447-1716, false, n/a
(882) 898-8154, false, n/a
(255) 343-5216, false, n/a
(538) 375-6099, false, n/a
(306) 222-4482, true, Saskatchewan
(858) 865-1809, true, California
(670) 901-1208, false, n/a
(293) 508-7078, false, n/a
(918) 647-9599, true, Poteau, OK
(746) 772-4917, false, n/a
(381) 888-0610, false, n/a
(427) 290-4717, false, n/a
(490) 947-6932, false, n/a
(828) 378-8888, true, North Carolina
(864) 328-7663, true, South Carolina
(714) 392-2257, true, California
(303) 323-7905, true, Colorado
(931) 605-8297, true, Tennessee
(689) 364-5899, true, Florida
(446) 843-4806, false, n/a
(700) 544-7236, false, n/a
(233) 248-5851, false, n/a
(536) 992-0945, false, n/a
(904) 413-6606, true, Florida
(270) 759-5517, true, Murray, KY
(842) 274-1025, false, n/a
(571) 566-2834, true, Virginia
(406) 286-0452, true, Montana
(585) 602-9683, true, New York
(342) 571-8928, false, n/a
(393) 220-9246, false, n/a
(582) 584-5132, false, n/a
(600) 544-2110, true, Canada
(263) 507-5238, false, n/a
(868) 760-0011, true, Trinidad & Tobago
(656) 376-5001, false, n/a
(858) 479-7134, true, California
(471) 434-0741, false, n/a
(635) 474-4268, false, n/a
(800) 252-7787, true, 
(678) 819-4763, true, Georgia
(890) 557-9499, false, n/a
(708) 985-5378, true, Illinois
(986) 376-8479, true, Idaho
(877) 599-1175, true, 
(477) 996-6520, false, n/a
(455) 746-5756, false, n/a
(587) 603-7366, true, Alberta
(214) 471-9035, true, Texas
(887) 934-4183, false, n/a
(361) 878-2323, true, Texas
(345) 341-1361, false, n/a
(307) 497-3709, true, Wyoming
(322) 780-8237, false, n/a
(467) 477-1146, false, n/a
(468) 293-8719, false, n/a
(388) 227-6287, false, n/a
(991) 576-1375, false, n/a
(237) 756-1216, false, n/a
(951) 399-2988, true, California
(312) 829-6009, true, Chicago, IL
(616) 656-8860, true, Michigan
(833) 402-5922, true, 
(596) 569-1091, false, n/a
(930) 327-4944, true, Indiana
(603) 468-4448, true, New Hampshire
(564) 672-7025, true, Washington State
(583) 702-6004, false, n/a
